major_special_id,major_code,major_name,school_tier,school_tier_name,sample_school_id,sample_school_name,sample_school_rank,sample_school_province,offer_count_in_tier,evaluation_label,directions,confidence,tier_interpretation,sample_basis
121254,570116,心理健康教育,3,普通应用/职业供给高校,,,,,0,否,,low,普通应用/职业供给高校中未找到开设样本；当前不建议直接标为新质生产力专业。,该层级未找到开设样本，按专业属性估算
121255,580101,治安管理,1,头部/强研究型高校,,,,,0,否,,low,头部/强研究型高校中未找到开设样本；当前规则未把该专业作为新质生产力核心或直接支撑。,该层级未找到开设样本，按专业属性估算
121255,580101,治安管理,2,区域重点/特色优势高校,10576,江苏警官学院,255,江苏,3,否,,low,区域重点/特色优势高校中有开设样本；当前更像传统专业供给，需结合具体学校特色复核。,远程 edu_school_major + 三层院校表
121255,580101,治安管理,2,区域重点/特色优势高校,10723,湖南警察学院,371,湖南,3,否,,low,区域重点/特色优势高校中有开设样本；当前更像传统专业供给，需结合具体学校特色复核。,远程 edu_school_major + 三层院校表
121255,580101,治安管理,2,区域重点/特色优势高校,10751,江西警察学院,487,江西,3,否,,low,区域重点/特色优势高校中有开设样本；当前更像传统专业供给，需结合具体学校特色复核。,远程 edu_school_major + 三层院校表
121255,580101,治安管理,3,普通应用/职业供给高校,12061,甘肃警察学院,576,甘肃,5,否,,low,普通应用/职业供给高校中有开设样本；当前不建议直接标为新质生产力专业。,远程 edu_school_major + 三层院校表
121255,580101,治安管理,3,普通应用/职业供给高校,10752,山西警察学院,578,山西,5,否,,low,普通应用/职业供给高校中有开设样本；当前不建议直接标为新质生产力专业。,远程 edu_school_major + 三层院校表
121255,580101,治安管理,3,普通应用/职业供给高校,12494,安徽公安职业学院,,安徽,5,否,,low,普通应用/职业供给高校中有开设样本；当前不建议直接标为新质生产力专业。,远程 edu_school_major + 三层院校表
121255,580101,治安管理,3,普通应用/职业供给高校,12344,海南政法职业学院,,海南,5,否,,low,普通应用/职业供给高校中有开设样本；当前不建议直接标为新质生产力专业。,远程 edu_school_major + 三层院校表
121255,580101,治安管理,3,普通应用/职业供给高校,12573,青海警官职业学院,,青海,5,否,,low,普通应用/职业供给高校中有开设样本；当前不建议直接标为新质生产力专业。,远程 edu_school_major + 三层院校表
121256,580102,道路交通管理,1,头部/强研究型高校,,,,,0,否,,low,头部/强研究型高校中未找到开设样本；当前规则未把该专业作为新质生产力核心或直接支撑。,该层级未找到开设样本，按专业属性估算
121256,580102,道路交通管理,2,区域重点/特色优势高校,,,,,0,否,,low,区域重点/特色优势高校中未找到开设样本；当前更像传统专业供给，需结合具体学校特色复核。,该层级未找到开设样本，按专业属性估算
121256,580102,道路交通管理,3,普通应用/职业供给高校,12494,安徽公安职业学院,,安徽,2,否,,low,普通应用/职业供给高校中有开设样本；当前不建议直接标为新质生产力专业。,远程 edu_school_major + 三层院校表
121256,580102,道路交通管理,3,普通应用/职业供给高校,12344,海南政法职业学院,,海南,2,否,,low,普通应用/职业供给高校中有开设样本；当前不建议直接标为新质生产力专业。,远程 edu_school_major + 三层院校表
121257,580103,特警,1,头部/强研究型高校,,,,,0,否,,low,头部/强研究型高校中未找到开设样本；当前规则未把该专业作为新质生产力核心或直接支撑。,该层级未找到开设样本，按专业属性估算
121257,580103,特警,2,区域重点/特色优势高校,,,,,0,否,,low,区域重点/特色优势高校中未找到开设样本；当前更像传统专业供给，需结合具体学校特色复核。,该层级未找到开设样本，按专业属性估算
121257,580103,特警,3,普通应用/职业供给高校,12573,青海警官职业学院,,青海,1,否,,low,普通应用/职业供给高校中有开设样本；当前不建议直接标为新质生产力专业。,远程 edu_school_major + 三层院校表
121258,580104,警务指挥与战术,1,头部/强研究型高校,,,,,0,否,,low,头部/强研究型高校中未找到开设样本；当前规则未把该专业作为新质生产力核心或直接支撑。,该层级未找到开设样本，按专业属性估算
121258,580104,警务指挥与战术,2,区域重点/特色优势高校,,,,,0,否,,low,区域重点/特色优势高校中未找到开设样本；当前更像传统专业供给，需结合具体学校特色复核。,该层级未找到开设样本，按专业属性估算
121258,580104,警务指挥与战术,3,普通应用/职业供给高校,,,,,0,否,,low,普通应用/职业供给高校中未找到开设样本；当前不建议直接标为新质生产力专业。,该层级未找到开设样本，按专业属性估算
121259,580201,刑事科学技术,1,头部/强研究型高校,,,,,0,否,,low,头部/强研究型高校中未找到开设样本；当前规则未把该专业作为新质生产力核心或直接支撑。,该层级未找到开设样本，按专业属性估算
121259,580201,刑事科学技术,2,区域重点/特色优势高校,,,,,0,否,,low,区域重点/特色优势高校中未找到开设样本；当前更像传统专业供给，需结合具体学校特色复核。,该层级未找到开设样本，按专业属性估算
121259,580201,刑事科学技术,3,普通应用/职业供给高校,12061,甘肃警察学院,576,甘肃,2,否,,low,普通应用/职业供给高校中有开设样本；当前不建议直接标为新质生产力专业。,远程 edu_school_major + 三层院校表
121259,580201,刑事科学技术,3,普通应用/职业供给高校,12494,安徽公安职业学院,,安徽,2,否,,low,普通应用/职业供给高校中有开设样本；当前不建议直接标为新质生产力专业。,远程 edu_school_major + 三层院校表
121260,580202,网络安全与执法,1,头部/强研究型高校,,,,,0,否,,low,头部/强研究型高校中未找到开设样本；当前规则未把该专业作为新质生产力核心或直接支撑。,该层级未找到开设样本，按专业属性估算
121260,580202,网络安全与执法,2,区域重点/特色优势高校,,,,,0,否,,low,区域重点/特色优势高校中未找到开设样本；当前更像传统专业供给，需结合具体学校特色复核。,该层级未找到开设样本，按专业属性估算
121260,580202,网络安全与执法,3,普通应用/职业供给高校,12494,安徽公安职业学院,,安徽,2,否,,low,普通应用/职业供给高校中有开设样本；当前不建议直接标为新质生产力专业。,远程 edu_school_major + 三层院校表
121260,580202,网络安全与执法,3,普通应用/职业供给高校,12573,青海警官职业学院,,青海,2,否,,low,普通应用/职业供给高校中有开设样本；当前不建议直接标为新质生产力专业。,远程 edu_school_major + 三层院校表
121261,580203,警犬技术,1,头部/强研究型高校,,,,,0,否,,low,头部/强研究型高校中未找到开设样本；当前规则未把该专业作为新质生产力核心或直接支撑。,该层级未找到开设样本，按专业属性估算
121261,580203,警犬技术,2,区域重点/特色优势高校,,,,,0,否,,low,区域重点/特色优势高校中未找到开设样本；当前更像传统专业供给，需结合具体学校特色复核。,该层级未找到开设样本，按专业属性估算
121261,580203,警犬技术,3,普通应用/职业供给高校,,,,,0,否,,low,普通应用/职业供给高校中未找到开设样本；当前不建议直接标为新质生产力专业。,该层级未找到开设样本，按专业属性估算
121262,580301,刑事侦查,1,头部/强研究型高校,,,,,0,否,,low,头部/强研究型高校中未找到开设样本；当前规则未把该专业作为新质生产力核心或直接支撑。,该层级未找到开设样本，按专业属性估算
121262,580301,刑事侦查,2,区域重点/特色优势高校,,,,,0,否,,low,区域重点/特色优势高校中未找到开设样本；当前更像传统专业供给，需结合具体学校特色复核。,该层级未找到开设样本，按专业属性估算
121262,580301,刑事侦查,3,普通应用/职业供给高校,12061,甘肃警察学院,576,甘肃,2,否,,low,普通应用/职业供给高校中有开设样本；当前不建议直接标为新质生产力专业。,远程 edu_school_major + 三层院校表
121262,580301,刑事侦查,3,普通应用/职业供给高校,12494,安徽公安职业学院,,安徽,2,否,,low,普通应用/职业供给高校中有开设样本；当前不建议直接标为新质生产力专业。,远程 edu_school_major + 三层院校表
121263,580302,政治安全保卫,1,头部/强研究型高校,,,,,0,否,,low,头部/强研究型高校中未找到开设样本；当前规则未把该专业作为新质生产力核心或直接支撑。,该层级未找到开设样本，按专业属性估算
121263,580302,政治安全保卫,2,区域重点/特色优势高校,,,,,0,否,,low,区域重点/特色优势高校中未找到开设样本；当前更像传统专业供给，需结合具体学校特色复核。,该层级未找到开设样本，按专业属性估算
121263,580302,政治安全保卫,3,普通应用/职业供给高校,,,,,0,否,,low,普通应用/职业供给高校中未找到开设样本；当前不建议直接标为新质生产力专业。,该层级未找到开设样本，按专业属性估算
121264,580303,经济犯罪侦查,1,头部/强研究型高校,,,,,0,否,,low,头部/强研究型高校中未找到开设样本；当前规则未把该专业作为新质生产力核心或直接支撑。,该层级未找到开设样本，按专业属性估算
